,Id,parcel_id,ms_subclass,zoning,lot_frontage,lot_sq_ft,paved_street,alley,lot_shape,flatness,utilities,lot_config,land_slope,neighborhood,proximity_1,proximity_2,style,quality_rating,condition_rating,year_built,year_renovation,roof_style,roof_material,exterior_1,exterior_2,masonry_type,masonry_area,exterior_quality,exterior_condition,foundation_type,basement_height,basement_condition,basement_exposure,basement_finished_condition,basement_2_condition,unfinished_basement_sqft,total_basement_sqft,heating_type,heating_quality,has_central_air,electrical,low_quality_sqft,living_area_sqft,bedrooms,kitchens,kitchen_quality,total_rooms(non-bath_or_basement),fireplaces,fireplace_quality,garage_type,garage_year,garage_finish,garage_size,garage_sqft,garage_quality,garage_condition,has_paved_driveway,deck_sqft,open_porch_sqft,enclosed_porch_sqft,seasonal_porch_sqft,screen_porch_sqft,pool_size,pool_quality,fence_quality,misc_feature,misc_value,month_sold,year_sold,sale_type,SalePrice,baths,finished_basement_sqft,home_age,newly_renovated,basement_none,basement_unfinished,functionality_salvage_only,functionality_severely_damaged,functionality_typical,building_type_single_family,building_type_townhouse_end_unit,building_type_townhouse_inside_unit,building_type_two_family_conversion
391,81,531453010,20,RL,81.0,9672,1,0,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,702.0,1040.0,GasA,TA,1,SBrkr,0,1097,3,1,TA,6,0,0,Attchd,1986.0,Unf,2.0,480.0,TA,TA,1,0,0,0,0,0,0,0,GdPrv,0,0,5,2010,WD ,152000,2.0,338.0,26,0,0,0,0,0,1,1,0,0,0
392,2389,528118110,60,RL,120.0,13975,1,0,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1090.0,1090.0,GasA,Ex,1,SBrkr,0,2206,4,1,Ex,10,1,Gd,BuiltIn,2005.0,Fin,3.0,670.0,TA,TA,1,148,95,0,0,0,0,0,0,0,0,8,2006,New,300000,2.5,0.0,1,0,0,1,0,0,1,1,0,0,0
393,280,908152080,80,RL,94.0,7819,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,480.0,1029.0,GasA,TA,1,SBrkr,0,1117,3,1,TA,6,1,TA,Detchd,1976.0,Unf,2.0,672.0,TA,TA,1,144,0,0,0,0,0,0,MnPrv,0,0,3,2010,WD ,107000,2.0,549.0,34,0,0,0,0,0,1,1,0,0,0
394,190,902402250,190,RM,60.0,11340,1,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2Story,4,6,1885,1950,Gable,CompShg,VinylSd,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,777.0,777.0,GasA,Gd,1,SBrkr,0,2290,4,2,TA,11,0,0,Detchd,1971.0,Unf,2.0,560.0,TA,TA,0,0,0,114,0,0,0,0,0,0,0,4,2010,WD ,122500,2.0,0.0,125,0,0,1,0,0,1,0,0,0,1
395,2371,527451450,160,RM,21.0,1680,1,0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,207.0,483.0,GasA,TA,1,SBrkr,0,948,2,1,TA,5,0,0,Detchd,1972.0,Unf,1.0,264.0,TA,TA,1,0,0,0,0,0,0,0,0,0,0,7,2006,WD ,89000,1.5,276.0,34,0,0,0,0,0,1,0,0,1,0
396,213,904350045,50,RL,65.0,6001,1,0,IR1,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,LwQ,Unf,232.0,600.0,GasA,Ex,0,SBrkr,0,919,3,1,TA,5,0,0,Detchd,1940.0,Unf,1.0,231.0,TA,TA,1,0,0,45,0,0,0,0,MnPrv,0,0,3,2010,WD ,95000,1.0,368.0,70,0,0,0,0,0,1,1,0,0,0
397,1864,534125120,20,RL,78.0,11700,1,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,912.0,912.0,GasA,Ex,1,SBrkr,0,1152,3,1,TA,7,0,0,Attchd,1968.0,RFn,2.0,412.0,TA,TA,1,0,126,0,0,0,0,0,0,0,0,9,2007,CWD,143450,2.5,0.0,39,0,0,1,0,0,1,1,0,0,0
398,37,528108120,60,RL,102.0,12858,1,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,2Story,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,162.0,Ex,TA,PConc,Ex,TA,No,Unf,Unf,1590.0,1590.0,GasA,Ex,1,SBrkr,0,2334,3,1,Ex,10,1,Gd,Attchd,2009.0,Fin,3.0,751.0,TA,TA,1,144,133,0,0,0,0,0,0,0,0,1,2010,New,376162,2.5,0.0,1,1,0,1,0,0,1,1,0,0,0
399,146,535175070,20,RL,73.0,9300,1,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,571.0,1268.0,GasA,TA,1,SBrkr,0,1264,3,1,TA,6,2,Gd,Attchd,1960.0,Unf,2.0,461.0,TA,TA,1,0,0,0,0,143,0,0,0,0,0,4,2010,WD ,167500,2.0,697.0,50,0,0,0,0,0,1,1,0,0,0
400,809,906226080,90,RL,64.0,7018,1,0,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,0.0,1086.0,GasA,TA,1,SBrkr,0,1224,2,2,TA,6,2,TA,Detchd,1979.0,Unf,2.0,528.0,TA,TA,1,120,0,0,0,0,0,0,0,0,0,6,2009,WD ,153337,3.0,1086.0,30,0,0,0,0,0,1,0,0,0,0
401,767,904351200,70,RH,54.0,6629,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,121.0,672.0,GasA,TA,0,SBrkr,0,1369,3,1,TA,6,0,0,Detchd,1930.0,Unf,1.0,300.0,TA,TA,1,147,0,0,0,0,0,0,0,0,0,7,2009,WD ,103600,3.0,551.0,84,0,0,0,0,0,1,1,0,0,0
402,262,907200340,20,RL,75.0,10650,1,0,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,ALQ,0.0,894.0,GasA,TA,1,SBrkr,0,894,3,1,TA,5,0,0,Attchd,1976.0,Unf,1.0,308.0,TA,TA,1,365,0,0,0,0,0,0,MnPrv,0,0,2,2010,WD ,128200,2.0,894.0,34,0,0,0,0,0,1,1,0,0,0
403,101,533221090,160,FV,0.0,2117,1,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,378.0,756.0,GasA,Ex,1,SBrkr,0,1573,3,1,Gd,5,0,0,Detchd,2000.0,Unf,2.0,440.0,TA,TA,1,0,32,0,0,0,0,0,0,0,0,6,2010,WD ,177500,2.5,378.0,10,0,0,0,0,0,1,0,0,1,0
404,48,528176070,60,RL,105.0,13650,1,0,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1093.0,1671.0,GasA,Ex,1,SBrkr,0,2250,3,1,Gd,7,1,Ex,Attchd,2002.0,Fin,3.0,756.0,TA,TA,1,238,130,0,0,0,0,0,0,0,0,6,2010,WD ,320000,3.5,578.0,8,0,0,0,0,0,1,1,0,0,0
405,489,528290180,60,RL,42.0,8433,1,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,111.0,794.0,GasA,Ex,1,SBrkr,0,1514,3,1,TA,7,1,TA,Attchd,2000.0,Fin,2.0,394.0,TA,TA,1,0,72,0,0,0,0,0,0,0,0,6,2009,WD ,190000,3.5,683.0,9,0,0,0,0,0,1,1,0,0,0
406,2369,527451200,160,RM,21.0,1680,1,0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,672.0,672.0,GasA,TA,1,SBrkr,0,1218,3,1,TA,7,0,0,0,0.0,0,0.0,0.0,0,0,0,201,0,0,0,0,0,0,0,0,0,4,2006,WD ,91500,1.5,0.0,35,0,0,1,0,0,1,0,0,1,0
407,707,902202150,190,RM,50.0,6000,1,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,811.0,811.0,GasA,TA,1,FuseA,0,1387,3,2,Gd,7,0,0,BuiltIn,1954.0,Unf,1.0,256.0,TA,TA,1,0,0,0,0,0,0,0,0,0,0,11,2009,WD ,93000,2.0,0.0,55,0,0,1,0,0,1,0,0,0,1
408,1556,911102170,70,C (all),50.0,8500,1,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,649.0,649.0,GasA,TA,0,SBrkr,0,1317,3,1,TA,6,0,0,Detchd,1920.0,Unf,1.0,250.0,TA,Fa,0,0,54,172,0,0,0,0,MnPrv,0,0,7,2008,WD ,40000,1.0,0.0,88,0,0,1,0,0,1,1,0,0,0
409,2034,903454010,70,RM,60.0,6882,1,0,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,684.0,684.0,GasA,TA,1,SBrkr,0,1355,3,1,Gd,7,0,0,0,0.0,0,0.0,0.0,0,0,1,136,0,115,0,0,0,0,0,0,0,3,2007,WD ,127000,1.5,0.0,93,0,0,1,0,0,1,1,0,0,0
410,308,911204100,30,C (all),66.0,8712,0,0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Story,4,7,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,TA,No,Unf,Unf,756.0,756.0,GasA,Gd,1,SBrkr,0,952,3,1,TA,5,0,0,Detchd,1896.0,RFn,1.0,330.0,TA,TA,0,0,0,265,0,0,0,0,0,0,0,6,2010,WD ,50138,1.0,0.0,114,0,0,1,0,0,1,1,0,0,0
411,2176,908152070,20,RL,0.0,7917,1,0,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,Unf,392.0,1143.0,GasA,TA,1,SBrkr,0,1113,3,1,TA,6,1,Fa,Attchd,1987.0,RFn,1.0,504.0,TA,Gd,1,370,30,0,0,0,0,0,GdPrv,0,0,5,2007,WD ,148000,2.5,751.0,31,0,0,0,0,0,1,1,0,0,0
412,1549,910203020,30,RM,71.0,6900,1,0,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,212.0,740.0,GasA,Ex,1,SBrkr,0,778,2,1,TA,4,1,Gd,Detchd,1966.0,Fin,1.0,924.0,Ex,Ex,1,0,25,0,0,0,0,0,0,0,0,2,2008,WD ,120500,1.0,528.0,68,0,0,0,0,0,1,1,0,0,0
413,909,909178160,50,RL,60.0,9900,1,0,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,778.0,778.0,GasA,TA,1,SBrkr,0,1489,3,1,TA,7,1,Gd,Detchd,1940.0,Unf,1.0,240.0,TA,TA,1,335,0,0,0,0,0,0,GdWo,0,0,7,2009,WD ,139500,2.0,0.0,69,0,0,1,0,0,1,1,0,0,0
414,892,908154040,20,RL,86.0,13286,1,0,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,464.0,1698.0,GasA,Ex,1,SBrkr,0,1698,3,1,Ex,8,1,Gd,Attchd,2007.0,Fin,3.0,768.0,TA,TA,1,327,64,0,0,0,0,0,0,0,0,2,2009,WD ,320000,3.0,1234.0,2,0,0,0,0,0,1,1,0,0,0
415,2045,904100100,70,RL,107.0,12888,1,0,Reg,Bnk,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,2Story,7,8,1937,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,717.0,1005.0,GasA,TA,1,SBrkr,0,2267,3,1,TA,7,2,Gd,Attchd,1937.0,Fin,2.0,498.0,TA,TA,1,521,0,0,0,0,0,0,0,0,0,4,2007,WD ,219000,2.5,288.0,70,0,0,0,0,0,1,1,0,0,0
416,2927,923276100,20,RL,0.0,8885,1,0,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,ALQ,239.0,864.0,GasA,TA,1,SBrkr,0,902,2,1,TA,5,0,0,Attchd,1983.0,Unf,2.0,484.0,TA,TA,1,164,0,0,0,0,0,0,MnPrv,0,0,6,2006,WD ,131000,2.0,625.0,23,0,0,0,0,0,1,1,0,0,0
417,1732,528221030,60,RL,62.0,8857,1,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,738.0,738.0,GasA,Ex,1,SBrkr,0,1495,3,1,Gd,7,1,Gd,Attchd,2006.0,RFn,2.0,440.0,TA,TA,1,100,30,0,0,0,0,0,0,0,0,3,2007,New,171925,2.5,0.0,1,0,0,1,0,0,1,1,0,0,0
418,998,527107090,20,RL,53.0,14137,1,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Story,5,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,898.0,1348.0,GasA,Gd,1,SBrkr,0,1384,3,1,Gd,7,0,0,Attchd,1996.0,Unf,2.0,404.0,TA,TA,1,0,39,0,0,0,0,0,0,0,0,11,2008,WD ,177900,3.0,450.0,12,0,0,0,0,0,1,1,0,0,0
419,2203,909252170,70,RL,53.0,6720,1,0,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,585.0,585.0,GasA,TA,0,SBrkr,0,1436,3,1,TA,7,1,Gd,Detchd,1992.0,Unf,1.0,228.0,TA,TA,1,184,0,0,0,0,0,0,0,0,0,4,2007,CWD,141500,1.0,0.0,86,0,0,1,0,0,1,1,0,0,0
420,356,527162120,60,RL,60.0,7500,1,0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,6,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,476.0,952.0,GasA,Gd,1,SBrkr,0,1636,3,1,TA,7,1,TA,Attchd,1998.0,Fin,2.0,440.0,TA,TA,1,0,84,0,0,0,0,0,0,0,0,10,2009,WD ,191000,3.5,476.0,11,0,0,0,0,0,1,1,0,0,0
421,2475,531375100,20,RL,63.0,13072,1,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,217.0,1158.0,GasA,Ex,1,SBrkr,0,1158,3,1,Gd,5,0,0,Detchd,2006.0,Unf,2.0,576.0,TA,TA,1,0,50,0,0,0,0,0,0,0,0,5,2006,New,158000,2.5,941.0,2,0,0,0,0,0,1,1,0,0,0
422,2264,916386170,20,RL,67.0,10656,1,0,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1638.0,1638.0,GasA,Ex,1,SBrkr,0,1646,3,1,Gd,6,1,Gd,Attchd,2007.0,RFn,3.0,870.0,TA,TA,1,192,80,0,0,0,0,0,0,0,0,11,2007,New,248900,2.0,0.0,1,0,0,1,0,0,1,1,0,0,0
423,2201,909252010,50,RL,60.0,7200,1,0,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,Unf,162.0,731.0,GasA,Ex,1,SBrkr,0,1768,3,1,Gd,7,2,TA,Detchd,1939.0,Unf,1.0,240.0,TA,TA,1,0,0,264,0,0,0,0,MnPrv,0,0,6,2007,WD ,175000,2.5,569.0,70,0,0,0,0,0,1,1,0,0,0
424,2545,534400120,190,RL,80.0,8800,1,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,RRAn,Norm,1Story,6,7,1965,2000,Hip,CompShg,BrkFace,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,Mn,ALQ,BLQ,34.0,1187.0,GasA,Ex,1,SBrkr,0,1565,3,1,Gd,7,2,TA,Attchd,1965.0,RFn,1.0,299.0,TA,TA,1,200,25,211,0,0,0,0,MnPrv,Shed,460,6,2006,WD ,185900,3.0,1153.0,41,0,0,0,0,0,0,0,0,0,1
425,2660,902325050,75,RM,60.0,10800,1,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,Unf,490.0,880.0,GasW,Fa,0,SBrkr,0,1768,2,1,TA,6,2,TA,Detchd,1914.0,Unf,2.0,320.0,TA,TA,0,0,341,0,0,0,0,0,0,0,0,10,2006,WD ,163000,1.5,390.0,92,0,0,0,0,0,1,1,0,0,0
426,2882,911175440,190,C (all),50.0,9000,1,0,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1.5Fin,5,6,1951,1951,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,CBlock,TA,TA,Mn,Unf,Unf,660.0,660.0,GasA,TA,0,SBrkr,0,1396,4,2,TA,8,0,0,0,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,2006,WD ,115000,2.0,0.0,55,0,0,1,0,0,0,0,0,0,1
427,1379,905103030,80,RL,80.0,13014,1,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,480.0,1008.0,GasA,TA,1,SBrkr,0,1096,3,1,TA,6,1,Fa,Attchd,1978.0,Unf,2.0,484.0,TA,TA,1,168,0,0,0,0,0,0,0,0,0,12,2008,WD ,157500,2.0,528.0,30,0,0,0,0,0,1,1,0,0,0
428,491,528292030,60,RL,0.0,15896,1,0,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,264.0,1177.0,GasA,Ex,1,SBrkr,0,2312,4,1,Gd,8,1,TA,BuiltIn,1999.0,Fin,3.0,658.0,TA,TA,1,298,0,0,0,0,0,0,0,0,0,5,2009,WD ,245000,3.5,913.0,10,0,0,0,0,0,1,1,0,0,0
429,1002,527140090,120,RL,41.0,5395,1,0,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,604.0,1337.0,GasA,Gd,1,SBrkr,0,1337,2,1,Gd,5,1,TA,Attchd,1993.0,RFn,2.0,462.0,TA,TA,1,96,0,70,168,0,0,0,0,0,0,10,2008,WD ,180000,3.0,733.0,15,0,0,0,0,0,1,0,1,0,0
430,1848,533223050,160,FV,0.0,5105,1,0,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,312.0,551.0,GasA,Ex,1,SBrkr,0,1102,2,1,Gd,4,0,0,Detchd,2004.0,Unf,2.0,480.0,TA,TA,1,0,60,0,0,0,0,0,0,0,0,3,2007,WD ,148800,2.5,239.0,3,0,0,0,0,0,1,0,1,0,0
431,1455,907251090,60,RL,75.0,9473,1,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,324.0,1128.0,GasA,Ex,1,SBrkr,0,2031,3,1,Gd,7,1,Gd,Attchd,2002.0,RFn,2.0,577.0,TA,TA,1,0,211,0,0,0,0,0,0,0,0,3,2008,WD ,237000,3.5,804.0,6,0,0,0,0,0,1,1,0,0,0
432,908,909175080,30,RL,60.0,8400,1,0,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,Unf,0.0,290.0,GasA,TA,0,FuseF,0,438,1,1,Fa,3,0,0,Detchd,1930.0,Unf,1.0,246.0,TA,TA,0,0,0,0,0,0,0,0,0,0,0,1,2009,WD ,60000,1.0,290.0,89,0,0,0,0,0,1,1,0,0,0
433,1490,908103260,85,RL,64.0,12102,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,TA,TA,CBlock,Gd,Gd,Gd,ALQ,Unf,0.0,456.0,GasA,Ex,1,SBrkr,0,1033,3,1,TA,6,0,0,BuiltIn,1976.0,RFn,2.0,504.0,Fa,TA,1,224,0,0,0,0,0,0,0,0,0,4,2008,WD ,165000,1.5,456.0,32,0,0,0,0,0,1,1,0,0,0
434,1465,907262060,60,RL,41.0,10905,1,0,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1129.0,1129.0,GasA,Ex,1,SBrkr,0,2327,4,1,Gd,9,1,Gd,BuiltIn,2003.0,RFn,2.0,596.0,TA,TA,1,0,57,0,0,0,0,0,0,0,0,8,2008,WD ,240000,2.5,0.0,5,0,0,1,0,0,1,1,0,0,0
435,1627,527163080,20,RL,0.0,9556,1,0,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1168.0,1168.0,GasA,Gd,1,SBrkr,0,1187,3,1,Gd,6,0,0,Attchd,1992.0,RFn,2.0,420.0,TA,TA,1,0,21,0,0,0,0,0,0,0,0,8,2007,WD ,160000,2.0,0.0,15,0,0,1,0,0,1,1,0,0,0
436,2849,909201180,190,RH,58.0,6430,1,0,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1.5Fin,6,6,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,0.0,780.0,GasA,TA,0,FuseF,0,1340,3,1,TA,6,0,0,Attchd,1945.0,Unf,1.0,440.0,TA,TA,1,0,0,0,0,0,0,0,0,0,0,7,2006,WD ,128000,2.0,780.0,61,0,0,0,0,0,1,0,0,0,1
437,1501,908201100,90,RL,65.0,6040,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,0,0,0,0,0,0.0,0.0,GasA,TA,0,FuseP,0,1152,2,2,Fa,6,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2008,WD ,82000,2.0,0.0,53,0,1,0,0,0,1,0,0,0,0
438,626,535125070,20,RL,80.0,14695,1,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,175.0,1562.0,GasA,Gd,1,SBrkr,0,1567,2,1,Gd,5,2,Gd,Attchd,1966.0,Unf,2.0,542.0,TA,TA,1,0,110,0,0,342,0,0,GdWo,0,0,7,2009,WD ,256000,3.0,1387.0,43,0,0,0,0,0,1,1,0,0,0
439,722,902401130,70,RM,50.0,9000,1,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,Unf,26.0,650.0,GasA,Ex,1,SBrkr,0,1482,3,1,TA,7,0,0,Detchd,1930.0,Unf,2.0,324.0,TA,TA,1,0,0,0,0,0,0,0,0,0,0,7,2009,WD ,143000,1.5,624.0,89,0,0,0,0,0,1,1,0,0,0
